normexam.p;schgend.mixed;schgend.boys;schgend.girls;schavg.p;vr.bottom.25.;vr.mid.50.;vr.top.25.;standLRT.p;sex.F;sex.M;type.Mxd;type.Sngl
943;1.2405332;1;0;0;0.3264402;0;0;1;1.7761802;1;0;1;0
944;0.7472282;1;0;0;0.3264402;0;0;1;-0.207455;1;0;1;0
945;0.9675862;1;0;0;0.3264402;0;0;1;0.3711052;1;0;1;0
946;-0.85267;1;0;0;0.3264402;0;0;1;-1.116621;0;1;1;0
947;-0.197611;1;0;0;0.3264402;0;0;1;0.9496652;1;0;1;0
948;0.4026692;1;0;0;0.3264402;0;0;1;1.1976192;0;1;1;0
949;0.5443412;1;0;0;0.3264402;0;0;1;1.8588312;0;1;1;0
950;1.1094382;1;0;0;0.3264402;0;0;1;0.5364082;1;0;1;0
951;0.2613242;1;0;0;0.3264402;0;0;1;0.6190592;1;0;1;0
952;0.0043222;1;0;0;0.3264402;0;0;1;1.8588312;0;1;1;0
953;0.1941492;1;0;0;0.3264402;0;0;1;-0.042152;0;1;1;0
954;0.1340672;1;0;0;0.3264402;0;0;1;-0.290107;0;1;1;0
955;-1.62373;1;0;0;0.3264402;0;0;1;-0.868667;1;0;1;0
956;0.0735362;1;0;0;0.3264402;0;0;1;0.1231502;0;1;1;0
957;1.8138272;1;0;0;0.3264402;0;0;1;1.8588312;0;1;1;0
958;0.1340672;1;0;0;0.3264402;0;0;1;-0.786016;0;1;1;0
959;-1.526653;1;0;0;0.3264402;0;0;1;0.2884532;1;0;1;0
960;-1.438662;1;0;0;0.3264402;0;0;1;0.0404992;0;1;1;0
961;1.1758492;1;0;0;0.3264402;0;0;1;1.6935282;1;0;1;0
962;0.8219882;1;0;0;0.3264402;0;0;1;0.2058022;0;1;1;0
963;-0.062088;1;0;0;0.3264402;0;0;1;0.6190592;1;0;1;0
964;-0.338842;1;0;0;0.3264402;0;0;1;-0.620713;1;0;1;0
965;1.8138272;1;0;0;0.3264402;0;0;1;1.4455742;0;1;1;0
966;0.0735362;1;0;0;0.3264402;0;0;1;-1.116621;0;1;1;0
967;-1.526653;1;0;0;0.3264402;0;0;1;-0.703364;0;1;1;0
968;-0.062088;1;0;0;0.3264402;0;0;1;-0.124804;0;1;1;0
969;0.6107292;1;0;0;0.3264402;0;0;1;0.9496652;1;0;1;0
970;-2.291731;1;0;0;0.3264402;0;0;1;-0.868667;0;1;1;0
971;-0.197611;1;0;0;0.3264402;0;0;1;0.2884532;1;0;1;0
972;-0.197611;1;0;0;0.3264402;0;0;1;-0.786016;0;1;1;0
973;0.6107292;1;0;0;0.3264402;0;0;1;0.2884532;1;0;1;0
974;-0.129085;1;0;0;0.3264402;0;0;1;0.1231502;1;0;1;0
975;1.9003352;1;0;0;0.3264402;0;0;1;1.7761802;0;1;1;0
976;0.3280722;1;0;0;0.3264402;0;0;1;0.6190592;1;0;1;0
977;0.9675862;1;0;0;0.3264402;0;0;1;1.2802712;0;1;1;0
978;0.5443412;1;0;0;0.3264402;0;0;1;1.0323172;1;0;1;0
979;1.1758492;1;0;0;0.3264402;0;0;1;0.8670142;1;0;1;0
980;-0.062088;1;0;0;0.3264402;0;0;1;0.5364082;0;1;1;0
981;1.1758492;1;0;0;0.3264402;0;0;1;0.4537562;0;1;1;0
982;0.0735362;1;0;0;0.3264402;0;0;1;1.4455742;1;0;1;0
983;0.1340672;1;0;0;0.3264402;0;0;1;0.4537562;0;1;1;0
984;-0.062088;1;0;0;0.3264402;0;0;1;0.7843622;1;0;1;0
985;0.4026692;1;0;0;0.3264402;0;0;1;0.7843622;1;0;1;0
986;-1.118624;1;0;0;0.3264402;0;0;1;-1.03397;0;1;1;0
987;0.6107292;1;0;0;0.3264402;0;0;1;0.5364082;1;0;1;0
988;-1.962075;1;0;0;0.3264402;0;0;1;-0.124804;1;0;1;0
989;1.1094382;1;0;0;0.3264402;0;0;1;1.4455742;0;1;1;0
990;-1.219486;1;0;0;0.3264402;0;0;1;0.2884532;0;1;1;0
991;0.4781942;1;0;0;0.3264402;0;0;1;0.2884532;1;0;1;0
992;-0.699505;1;0;0;0.3264402;0;0;1;-0.703364;0;1;1;0
993;-0.699505;1;0;0;0.3264402;0;0;1;-0.042152;0;1;1;0
994;-1.029067;1;0;0;0.3264402;0;0;1;0.6190592;1;0;1;0
995;-0.699505;1;0;0;0.3264402;0;0;1;0.2884532;0;1;1;0
996;0.7472282;1;0;0;0.3264402;0;0;1;0.9496652;0;1;1;0
997;1.1758492;1;0;0;0.3264402;0;0;1;0.3711052;1;0;1;0
998;-0.129085;1;0;0;0.3264402;0;0;1;0.1231502;1;0;1;0
999;1.5792202;1;0;0;0.3264402;0;0;1;1.7761802;1;0;1;0
1000;0.8219882;1;0;0;0.3264402;0;0;1;1.0323172;1;0;1;0
1001;-0.265159;1;0;0;0.3264402;0;0;1;-0.538061;0;1;1;0
1002;-0.129085;1;0;0;0.3264402;0;0;1;0.1231502;1;0;1;0
1003;1.1094382;1;0;0;0.3264402;0;0;1;0.3711052;1;0;1;0
1004;0.4781942;1;0;0;0.3264402;0;0;1;0.1231502;0;1;1;0
1005;0.2613242;1;0;0;0.3264402;0;0;1;-0.868667;1;0;1;0
1006;0.6107292;1;0;0;0.3264402;0;0;1;-0.207455;1;0;1;0
1007;-0.265159;1;0;0;0.3264402;0;0;1;0.2058022;1;0;1;0
1008;0.8965662;1;0;0;0.3264402;0;0;1;0.4537562;0;1;1;0
1009;-0.338842;1;0;0;0.3264402;0;0;1;0.2058022;1;0;1;0
1010;0.9675862;1;0;0;0.3264402;0;0;1;-1.03397;1;0;1;0
1011;-0.555112;1;0;0;0.3264402;0;0;1;0.0404992;0;1;1;0
1012;-0.623051;1;0;0;0.3264402;0;0;1;-1.116621;1;0;1;0
1013;0.0043222;1;0;0;0.3264402;0;0;1;1.3629222;0;1;1;0
1014;0.2613242;1;0;0;0.3264402;0;0;1;0.5364082;0;1;1;0
1015;-1.526653;1;0;0;0.3264402;0;0;1;-0.45541;0;1;1;0
1016;-0.939378;1;0;0;0.3264402;0;0;1;0.6190592;1;0;1;0
1017;-1.836687;1;0;0;0.3264402;0;0;1;-1.281924;0;1;1;0
1018;1.1758492;1;0;0;0.3264402;0;0;1;0.7017112;1;0;1;0
1019;0.5443412;1;0;0;0.3264402;0;0;1;1.0323172;0;1;1;0
1020;-0.85267;1;0;0;0.2702882;0;0;1;-0.620713;1;0;1;0
1021;-0.197611;1;0;0;0.2702882;0;0;1;0.2058022;1;0;1;0
1022;-0.623051;1;0;0;0.2702882;0;0;1;-0.786016;1;0;1;0
1023;-0.129085;1;0;0;0.2702882;0;0;1;-0.042152;1;0;1;0
1024;0.1340672;1;0;0;0.2702882;0;0;1;0.8670142;0;1;1;0
1025;2.2031212;1;0;0;0.2702882;0;0;1;0.9496652;0;1;1;0
1026;1.5792202;1;0;0;0.2702882;0;0;1;1.6108772;1;0;1;0
1027;0.2613242;1;0;0;0.2702882;0;0;1;1.0323172;0;1;1;0
1028;-1.219486;1;0;0;0.2702882;0;0;1;1.0323172;0;1;1;0
1029;1.5792202;1;0;0;0.2702882;0;0;1;1.6935282;0;1;1;0
1030;1.8138272;1;0;0;0.2702882;0;0;1;1.3629222;1;0;1;0
1031;0.6107292;1;0;0;0.2702882;0;0;1;0.0404992;1;0;1;0
1032;0.0735362;1;0;0;0.2702882;0;0;1;0.2058022;1;0;1;0
1033;0.1941492;1;0;0;0.2702882;0;0;1;-0.207455;0;1;1;0
1034;0.4781942;1;0;0;0.2702882;0;0;1;-0.042152;1;0;1;0
1035;-0.492781;1;0;0;0.2702882;0;0;1;0.2058022;1;0;1;0
1036;-0.623051;1;0;0;0.2702882;0;0;1;-0.786016;0;1;1;0
1037;0.6107292;1;0;0;0.2702882;0;0;1;1.1149682;0;1;1;0
1038;-0.419801;1;0;0;0.2702882;0;0;1;-1.03397;0;1;1;0
1039;-1.962075;1;0;0;0.2702882;0;0;1;-0.868667;1;0;1;0
1040;1.1094382;1;0;0;0.2702882;0;0;1;1.1149682;0;1;1;0
1041;-0.85267;1;0;0;0.2702882;0;0;1;-0.620713;0;1;1;0
1042;0.3280722;1;0;0;0.2702882;0;0;1;0.2884532;1;0;1;0
1043;-1.335315;1;0;0;0.2702882;0;0;1;-0.207455;0;1;1;0
1044;0.8219882;1;0;0;0.2702882;0;0;1;1.1976192;1;0;1;0
1045;0.3280722;1;0;0;0.2702882;0;0;1;1.3629222;0;1;1;0
1046;1.1094382;1;0;0;0.2702882;0;0;1;1.1976192;1;0;1;0
1047;-0.492781;1;0;0;0.2702882;0;0;1;0.7017112;1;0;1;0
1048;-0.338842;1;0;0;0.2702882;0;0;1;1.2802712;1;0;1;0
1049;-0.197611;1;0;0;0.2702882;0;0;1;-0.290107;0;1;1;0
1050;-0.85267;1;0;0;0.2702882;0;0;1;0.0404992;0;1;1;0
1051;-1.62373;1;0;0;0.2702882;0;0;1;0.1231502;1;0;1;0
1052;0.1941492;1;0;0;0.2702882;0;0;1;-0.042152;0;1;1;0
1053;-1.62373;1;0;0;0.2702882;0;0;1;-0.951318;0;1;1;0
1054;-0.129085;1;0;0;0.2702882;0;0;1;-0.290107;0;1;1;0
1055;-0.85267;1;0;0;0.2702882;0;0;1;-0.372758;1;0;1;0
1056;-0.197611;1;0;0;0.2702882;0;0;1;-0.538061;1;0;1;0
1057;0.6787592;1;0;0;0.2702882;0;0;1;1.1149682;1;0;1;0
1058;-0.939378;1;0;0;0.2702882;0;0;1;-0.207455;0;1;1;0
1059;-0.939378;1;0;0;0.2702882;0;0;1;-0.207455;0;1;1;0
1060;0.1340672;1;0;0;0.2702882;0;0;1;0.5364082;1;0;1;0
1061;-0.265159;1;0;0;0.2702882;0;0;1;0.5364082;1;0;1;0
1062;-1.118624;1;0;0;0.2702882;0;0;1;-1.03397;0;1;1;0
1063;-1.029067;1;0;0;0.2702882;0;0;1;-1.364576;1;0;1;0
1064;-0.85267;1;0;0;0.2702882;0;0;1;-0.951318;1;0;1;0
1065;-0.062088;1;0;0;0.2702882;0;0;1;-0.124804;1;0;1;0
1066;1.4395322;1;0;0;0.2702882;0;0;1;0.2884532;1;0;1;0
1067;-0.265159;1;0;0;0.2702882;0;0;1;0.1231502;1;0;1;0
1068;1.9003352;1;0;0;0.2702882;0;0;1;0.7843622;1;0;1;0
1069;-0.062088;1;0;0;0.2702882;0;0;1;-0.620713;0;1;1;0
1070;-1.219486;1;0;0;0.2702882;0;0;1;0.2058022;0;1;1;0
1071;-1.118624;1;0;0;0.2702882;0;0;1;-1.03397;1;0;1;0
1072;0.0043222;1;0;0;0.2702882;0;0;1;1.4455742;1;0;1;0
1073;-0.623051;1;0;0;0.2702882;0;0;1;-0.538061;0;1;1;0
1074;2.1029752;1;0;0;0.2702882;0;0;1;1.6108772;1;0;1;0
1075;0.9675862;1;0;0;0.2702882;0;0;1;1.1976192;0;1;1;0
1076;-0.699505;1;0;0;0.2702882;0;0;1;-0.620713;0;1;1;0
1077;-0.85267;1;0;0;0.2702882;0;0;1;-0.703364;1;0;1;0
1078;0.4781942;1;0;0;0.2702882;0;0;1;-0.45541;1;0;1;0
1079;0.4026692;1;0;0;0.2702882;0;0;1;2.1067862;1;0;1;0
1080;1.1094382;1;0;0;0.2702882;0;0;1;1.2802712;0;1;1;0
1081;1.5792202;1;0;0;0.2702882;0;0;1;0.7017112;0;1;1;0
1082;-0.062088;1;0;0;0.2702882;0;0;1;0.3711052;0;1;1;0
1083;0.1340672;1;0;0;0.2702882;0;0;1;0.2884532;1;0;1;0
1084;-0.419801;1;0;0;0.2702882;0;0;1;0.3711052;0;1;1;0
1085;0.6107292;1;0;0;0.2702882;0;0;1;0.3711052;1;0;1;0
1086;-0.197611;1;0;0;0.2702882;0;0;1;-0.372758;0;1;1;0
1087;0.6107292;1;0;0;0.2702882;0;0;1;1.5282252;0;1;1;0
1088;-2.510121;1;0;0;0.2702882;0;0;1;-0.620713;0;1;1;0
1089;1.3101422;1;0;0;0.2702882;0;0;1;0.6190592;1;0;1;0
1090;1.1758492;1;0;0;0.2702882;0;0;1;1.1149682;0;1;1;0
1091;-1.438662;1;0;0;0.2702882;0;0;1;0.2884532;1;0;1;0
1092;0.1941492;1;0;0;0.2702882;0;0;1;-0.042152;0;1;1;0
1093;-0.623051;1;0;0;0.2702882;0;0;1;0.9496652;1;0;1;0
1094;-0.197611;1;0;0;0.2702882;0;0;1;0.0404992;1;0;1;0
1095;-0.555112;1;0;0;0.2702882;0;0;1;0.5364082;0;1;1;0
1096;-0.555112;1;0;0;0.2702882;0;0;1;1.6108772;0;1;1;0
1097;1.5792202;1;0;0;0.2702882;0;0;1;0.7843622;0;1;1;0
1098;-1.029067;1;0;0;0.2702882;0;0;1;-0.042152;1;0;1;0
1099;-0.062088;1;0;0;0.2702882;0;0;1;0.0404992;1;0;1;0
1100;-1.62373;1;0;0;0.2702882;0;0;1;-0.45541;0;1;1;0
1101;0.6787592;1;0;0;0.2702882;0;0;1;-0.620713;1;0;1;0
1102;1.1094382;1;0;0;0.2702882;0;0;1;1.6108772;0;1;1;0
1103;-0.265159;1;0;0;0.2702882;0;0;1;-1.03397;0;1;1;0
1104;0.6107292;1;0;0;0.2702882;0;0;1;-0.042152;0;1;1;0
1105;0.7472282;1;0;0;0.2702882;0;0;1;1.4455742;0;1;1;0
1106;-0.419801;1;0;0;0.2702882;0;0;1;0.7017112;0;1;1;0
1107;-0.776109;1;0;0;0.2702882;0;0;1;-0.124804;0;1;1;0
1108;-0.623051;1;0;0;0.2702882;0;0;1;0.6190592;0;1;1;0
1109;-0.265159;1;0;0;0.2702882;0;0;1;0.0404992;1;0;1;0
1110;0.0043222;1;0;0;0.2702882;0;0;1;0.6190592;0;1;1;0
1111;0.4781942;0;0;1;0.3232042;0;0;1;0.9496652;1;0;0;1
1112;-0.85267;0;0;1;0.3232042;0;0;1;0.4537562;1;0;0;1
1113;0.7472282;0;0;1;0.3232042;0;0;1;-1.281924;1;0;0;1
1114;1.0396082;0;0;1;0.3232042;0;0;1;0.5364082;1;0;0;1
1115;0.8219882;0;0;1;0.3232042;0;0;1;1.1149682;1;0;0;1
1116;-0.776109;0;0;1;0.3232042;0;0;1;0.6190592;1;0;0;1
1117;-0.129085;0;0;1;0.3232042;0;0;1;0.8670142;1;0;0;1
1118;0.0043222;0;0;1;0.3232042;0;0;1;1.4455742;1;0;0;1
1119;0.6787592;0;0;1;0.3232042;0;0;1;1.9414832;1;0;0;1
1120;-0.062088;0;0;1;0.3232042;0;0;1;1.3629222;1;0;0;1
1121;-0.062088;0;0;1;0.3232042;0;0;1;-0.538061;1;0;0;1
1122;-0.85267;0;0;1;0.3232042;0;0;1;2.2720892;1;0;0;1
1123;0.1941492;0;0;1;0.3232042;0;0;1;0.9496652;1;0;0;1
1124;0.0043222;0;0;1;0.3232042;0;0;1;0.3711052;1;0;0;1
1125;-0.265159;0;0;1;0.3232042;0;0;1;-0.042152;1;0;0;1
1126;-1.962075;0;0;1;0.3232042;0;0;1;-0.042152;1;0;0;1
1127;0.6107292;0;0;1;0.3232042;0;0;1;1.1149682;1;0;0;1
1128;0.0043222;0;0;1;0.3232042;0;0;1;1.0323172;1;0;0;1
1129;-0.939378;0;0;1;0.3232042;0;0;1;-0.620713;1;0;0;1
1130;0.3280722;0;0;1;0.3232042;0;0;1;-0.45541;1;0;0;1
1131;-0.492781;0;0;1;0.3232042;0;0;1;0.3711052;1;0;0;1
1132;0.4026692;0;0;1;0.3232042;0;0;1;1.4455742;1;0;0;1
1133;-0.129085;0;0;1;0.3232042;0;0;1;0.3711052;1;0;0;1
1134;-1.723882;0;0;1;0.3232042;0;0;1;-0.290107;1;0;0;1
1135;-2.108644;0;0;1;0.3232042;0;0;1;0.0404992;1;0;0;1
1136;-0.939378;0;0;1;0.3232042;0;0;1;0.4537562;1;0;0;1
1137;0.3280722;0;0;1;0.3232042;0;0;1;-0.042152;1;0;0;1
1138;0.3280722;0;0;1;0.3232042;0;0;1;0.6190592;1;0;0;1
1139;-0.699505;0;0;1;0.3232042;0;0;1;-0.620713;1;0;0;1
1140;-0.419801;0;0;1;0.3232042;0;0;1;1.2802712;1;0;0;1
1141;-0.265159;0;0;1;0.3232042;0;0;1;0.6190592;1;0;0;1
1142;-0.062088;0;0;1;0.3232042;0;0;1;0.5364082;1;0;0;1
1143;-0.492781;0;0;1;0.3232042;0;0;1;-0.207455;1;0;0;1
1144;-1.029067;0;0;1;0.3232042;0;0;1;-0.786016;1;0;0;1
1145;-1.962075;0;0;1;0.3232042;0;0;1;-0.620713;1;0;0;1
1146;0.3280722;0;0;1;0.3232042;0;0;1;0.8670142;1;0;0;1
1147;-1.62373;0;0;1;0.3232042;0;0;1;0.2884532;1;0;0;1
1148;0.4781942;0;0;1;0.3232042;0;0;1;0.5364082;1;0;0;1
1149;0.8219882;0;0;1;0.3232042;0;0;1;0.1231502;1;0;0;1
1150;-0.776109;0;0;1;0.3232042;0;0;1;-0.372758;1;0;0;1
1151;0.6107292;0;0;1;0.3232042;0;0;1;0.5364082;1;0;0;1
1152;-0.623051;0;0;1;0.3232042;0;0;1;-0.290107;1;0;0;1
1153;-0.419801;0;0;1;0.3232042;0;0;1;0.6190592;1;0;0;1
1154;-1.526653;0;0;1;0.3232042;0;0;1;-0.620713;1;0;0;1
1155;-0.555112;0;0;1;0.3232042;0;0;1;1.2802712;1;0;0;1
1156;-1.335315;0;0;1;0.3232042;0;0;1;-1.529879;1;0;0;1
1157;-0.265159;0;0;1;0.3232042;0;0;1;-0.124804;1;0;0;1
1158;-1.219486;0;0;1;0.3232042;0;0;1;-0.372758;1;0;0;1
1159;-0.197611;0;0;1;0.3232042;0;0;1;0.8670142;1;0;0;1
1160;-0.419801;0;0;1;0.3232042;0;0;1;0.2884532;1;0;0;1
1161;-0.129085;0;0;1;0.3232042;0;0;1;0.2058022;1;0;0;1
1162;-0.338842;0;0;1;0.3232042;0;0;1;-1.695182;1;0;0;1
1163;-0.419801;0;0;1;0.3232042;0;0;1;1.6108772;1;0;0;1
1164;-0.776109;0;0;1;0.3232042;0;0;1;-1.364576;1;0;0;1
1165;-0.623051;0;0;1;0.3232042;0;0;1;-0.124804;1;0;0;1
1166;0.1340672;0;0;1;0.3232042;0;0;1;0.6190592;1;0;0;1
1167;0.1340672;0;0;1;0.3232042;0;0;1;0.0404992;1;0;0;1
1168;0.6787592;0;0;1;0.3232042;0;0;1;1.4455742;1;0;0;1
1169;0.4026692;0;0;1;0.3232042;0;0;1;0.2058022;1;0;0;1
1170;0.6107292;0;0;1;0.3232042;0;0;1;0.7017112;1;0;0;1
1171;1.2405332;0;0;1;0.3232042;0;0;1;1.1976192;1;0;0;1
1172;-1.219486;0;0;1;0.3232042;0;0;1;-0.042152;1;0;0;1
1173;0.0043222;0;0;1;0.3232042;0;0;1;0.6190592;1;0;0;1
1174;0.1340672;0;0;1;0.3232042;0;0;1;0.8670142;1;0;0;1
1175;-0.338842;0;0;1;0.3232042;0;0;1;-0.124804;1;0;0;1
1176;0.9675862;0;0;1;0.3232042;0;0;1;1.1976192;1;0;0;1
1177;0.6107292;0;0;1;0.3232042;0;0;1;1.4455742;1;0;0;1
1178;0.6787592;0;0;1;0.3232042;0;0;1;0.7017112;1;0;0;1
1179;-0.555112;0;0;1;0.3232042;0;0;1;-0.290107;1;0;0;1
1180;-0.129085;0;0;1;0.3232042;0;0;1;0.1231502;1;0;0;1
1181;-0.265159;0;0;1;0.3232042;0;0;1;1.0323172;1;0;0;1
1182;-0.699505;0;0;1;0.3232042;0;0;1;-0.868667;1;0;0;1
1183;0.5443412;0;0;1;0.3232042;0;0;1;1.0323172;1;0;0;1
1184;-1.219486;0;0;1;0.3232042;0;0;1;-1.61253;1;0;0;1
1185;-0.939378;0;0;1;0.3232042;0;0;1;0.2058022;1;0;0;1
1186;-0.776109;0;0;1;0.3232042;0;0;1;0.1231502;1;0;0;1
1187;-0.338842;0;0;1;0.3232042;0;0;1;-0.951318;1;0;0;1
1188;-0.338842;0;0;1;0.3232042;0;0;1;0.6190592;1;0;0;1
1189;-0.492781;0;0;1;0.3232042;0;0;1;-0.620713;1;0;0;1
1190;0.0043222;0;0;1;0.3232042;0;0;1;1.9414832;1;0;0;1
1191;-0.85267;0;0;1;0.3232042;0;0;1;-0.290107;1;0;0;1
1192;-0.129085;0;0;1;0.3232042;0;0;1;1.1976192;1;0;0;1
1193;-0.776109;0;0;1;0.3232042;0;0;1;0.4537562;1;0;0;1
1194;0.8965662;0;0;1;0.3232042;0;0;1;0.5364082;1;0;0;1
1195;-0.776109;0;0;1;0.3232042;0;0;1;0.3711052;1;0;0;1
1196;0.0043222;0;0;1;0.3232042;0;0;1;0.5364082;1;0;0;1
1197;0.4026692;0;0;1;0.3232042;0;0;1;1.1149682;1;0;0;1
1198;-0.699505;0;0;1;0.3232042;0;0;1;-1.03397;1;0;0;1
1199;-0.85267;1;0;0;-0.118244;0;1;0;-0.786016;1;0;1;0
1200;0.5443412;1;0;0;-0.118244;0;1;0;-0.290107;0;1;1;0
1201;0.3280722;1;0;0;-0.118244;0;1;0;0.9496652;1;0;1;0
1202;-2.510121;1;0;0;-0.118244;0;1;0;-1.695182;1;0;1;0
1203;-0.338842;1;0;0;-0.118244;0;1;0;-0.538061;0;1;1;0
1204;-0.265159;1;0;0;-0.118244;0;1;0;-2.19109;0;1;1;0
1205;-1.62373;1;0;0;-0.118244;0;1;0;-2.025787;0;1;1;0
1206;-0.197611;1;0;0;-0.118244;0;1;0;-0.124804;1;0;1;0
1207;-0.555112;1;0;0;-0.118244;0;1;0;0.2058022;1;0;1;0
1208;-1.219486;1;0;0;-0.118244;0;1;0;-1.199273;1;0;1;0
1209;-1.526653;1;0;0;-0.118244;0;1;0;-0.538061;1;0;1;0
1210;0.8219882;1;0;0;-0.118244;0;1;0;1.3629222;1;0;1;0
1211;0.0735362;1;0;0;-0.118244;0;1;0;-0.703364;1;0;1;0
1212;0.8965662;1;0;0;-0.118244;0;1;0;-0.207455;1;0;1;0
1213;-0.197611;1;0;0;-0.118244;0;1;0;-1.695182;1;0;1;0
1214;-0.85267;1;0;0;-0.118244;0;1;0;-0.372758;1;0;1;0
1215;0.5443412;1;0;0;-0.118244;0;1;0;1.1976192;0;1;1;0
1216;1.3747412;1;0;0;-0.118244;0;1;0;1.6935282;1;0;1;0
1217;-1.335315;1;0;0;-0.118244;0;1;0;0.0404992;1;0;1;0
1218;-1.118624;1;0;0;-0.118244;0;1;0;-0.538061;0;1;1;0
1219;-2.510121;1;0;0;-0.118244;0;1;0;-1.777833;1;0;1;0
1220;0.3280722;1;0;0;-0.118244;0;1;0;0.3711052;1;0;1;0
1221;-0.419801;1;0;0;-0.118244;0;1;0;0.3711052;1;0;1;0
1222;0.0735362;1;0;0;-0.118244;0;1;0;-2.356393;1;0;1;0
1223;-0.939378;1;0;0;-0.118244;0;1;0;-0.703364;1;0;1;0
1224;-0.265159;1;0;0;-0.118244;0;1;0;-0.207455;1;0;1;0
1225;0.0043222;1;0;0;-0.118244;0;1;0;0.5364082;0;1;1;0
1226;-0.419801;1;0;0;-0.118244;0;1;0;0.9496652;0;1;1;0
1227;0.3280722;1;0;0;-0.118244;0;1;0;-0.538061;0;1;1;0
1228;-0.197611;1;0;0;-0.118244;0;1;0;-1.116621;1;0;1;0
1229;0.4026692;1;0;0;-0.118244;0;1;0;0.6190592;1;0;1;0
1230;0.3280722;1;0;0;-0.118244;0;1;0;2.2720892;1;0;1;0
1231;-0.419801;1;0;0;-0.118244;0;1;0;-0.207455;1;0;1;0
1232;-1.029067;1;0;0;-0.118244;0;1;0;-0.290107;0;1;1;0
1233;0.6107292;1;0;0;-0.118244;0;1;0;-0.124804;0;1;1;0
1234;-1.836687;1;0;0;-0.118244;0;1;0;-2.108439;0;1;1;0
1235;1.1758492;1;0;0;-0.118244;0;1;0;0.6190592;1;0;1;0
1236;-0.419801;1;0;0;-0.118244;0;1;0;-1.695182;0;1;1;0
1237;0.1340672;1;0;0;-0.118244;0;1;0;1.0323172;1;0;1;0
1238;1.1758492;1;0;0;-0.118244;0;1;0;1.8588312;0;1;1;0
1239;-0.555112;1;0;0;-0.118244;0;1;0;0.7017112;1;0;1;0
1240;1.3101422;1;0;0;-0.118244;0;1;0;1.6935282;1;0;1;0
1241;0.5443412;1;0;0;-0.118244;0;1;0;-0.45541;1;0;1;0
1242;-0.197611;1;0;0;-0.118244;0;1;0;0.7843622;1;0;1;0
1243;-2.510121;1;0;0;-0.118244;0;1;0;-1.529879;1;0;1;0
1244;-0.062088;1;0;0;-0.118244;0;1;0;-0.538061;1;0;1;0
1245;-1.118624;1;0;0;-0.118244;0;1;0;-1.03397;1;0;1;0
1246;-1.335315;1;0;0;-0.118244;0;1;0;0.2058022;0;1;1;0
1247;1.1094382;1;0;0;-0.118244;0;1;0;0.9496652;1;0;1;0
1248;0.4026692;1;0;0;-0.118244;0;1;0;2.2720892;0;1;1;0
1249;-0.338842;1;0;0;-0.118244;0;1;0;-0.868667;1;0;1;0
1250;-0.338842;1;0;0;-0.118244;0;1;0;0.2884532;1;0;1;0
1251;-0.129085;1;0;0;-0.118244;0;1;0;-0.124804;1;0;1;0
1252;0.2613242;1;0;0;-0.118244;0;1;0;0.6190592;1;0;1;0
1253;-0.776109;1;0;0;-0.118244;0;1;0;0.3711052;1;0;1;0
1254;-1.335315;1;0;0;-0.118244;0;1;0;-2.686999;0;1;1;0
1255;0.7472282;1;0;0;-0.118244;0;1;0;0.6190592;1;0;1;0
1256;0.8965662;1;0;0;-0.118244;0;1;0;0.6190592;1;0;1;0
1257;-0.419801;1;0;0;-0.118244;0;1;0;-1.199273;1;0;1;0
1258;1.2405332;1;0;0;-0.118244;0;1;0;1.6935282;1;0;1;0
1259;-0.776109;1;0;0;-0.118244;0;1;0;-0.372758;1;0;1;0
1260;0.3280722;1;0;0;-0.118244;0;1;0;-0.042152;1;0;1;0
1261;1.5061852;1;0;0;-0.118244;0;1;0;0.4537562;0;1;1;0
1262;-0.197611;1;0;0;-0.118244;0;1;0;-0.703364;1;0;1;0
1263;0.2613242;1;0;0;-0.118244;0;1;0;-1.943136;1;0;1;0
1264;0.4026692;1;0;0;-0.118244;0;1;0;-0.868667;1;0;1;0
1265;-0.197611;1;0;0;-0.118244;0;1;0;-0.45541;1;0;1;0
1266;-1.438662;1;0;0;-0.118244;0;1;0;-1.447227;1;0;1;0
1267;-0.492781;1;0;0;-0.118244;0;1;0;-0.786016;1;0;1;0
1268;-0.939378;1;0;0;-0.118244;0;1;0;0.1231502;0;1;1;0
1269;0.8965662;1;0;0;-0.118244;0;1;0;1.1149682;0;1;1;0
1270;1.4395322;1;0;0;-0.118244;0;1;0;0.9496652;1;0;1;0
1271;0.0043222;1;0;0;-0.118244;0;1;0;0.2884532;1;0;1;0
1272;-0.338842;1;0;0;-0.118244;0;1;0;0.7017112;1;0;1;0
1273;-1.118624;1;0;0;-0.118244;0;1;0;-0.124804;1;0;1;0
1274;-1.438662;1;0;0;-0.118244;0;1;0;-0.290107;1;0;1;0
1275;0.0735362;1;0;0;-0.118244;0;1;0;-0.45541;1;0;1;0
1276;-1.219486;1;0;0;-0.118244;0;1;0;-1.447227;0;1;1;0
1277;-0.492781;1;0;0;-0.118244;0;1;0;0.5364082;1;0;1;0
1278;0.0043222;1;0;0;-0.118244;0;1;0;0.5364082;1;0;1;0
1279;-0.265159;1;0;0;-0.118244;0;1;0;-0.042152;1;0;1;0
1280;0.1340672;1;0;0;-0.118244;0;1;0;0.6190592;1;0;1;0
1281;0.1941492;1;0;0;-0.118244;0;1;0;-0.207455;0;1;1;0
1282;-1.029067;1;0;0;-0.118244;0;1;0;-0.042152;1;0;1;0
