gr.K;gr.1;gr.2;gr.3;cltype.small;cltype.reg;cltype.reg.A;hdeg.ASSOC;hdeg.BS.BA;hdeg.MS.MA.MEd;hdeg.MA.;hdeg.Ed.S;hdeg.Ed.D.Ph.D;clad.NOT;clad.APPR;clad.PROB;clad.PEND;clad.1;clad.2;clad.3;exp.p;read.p;math.p;ses.F;ses.N;schtype.inner;schtype.suburb;schtype.rural;schtype.urban;sx.M;sx.F;yrs.0;yrs.1;yrs.2;yrs.3
2425;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;612;634;0;1;0;0;1;0;1;0;0;0;0;1
2426;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;536;572;1;0;0;0;1;0;0;1;0;1;0;0
2427;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;622;577;1;0;0;0;1;0;0;1;0;0;1;0
2428;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;624;622;0;1;0;0;1;0;0;1;0;0;0;1
2429;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;10;571;567;0;1;0;0;1;0;1;0;0;1;0;0
2430;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;425;520;0;1;0;0;1;0;1;0;1;0;0;0
2431;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;669;639;0;1;0;0;1;0;1;0;0;0;1;0
2432;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;641;651;0;1;0;0;1;0;1;0;0;0;0;1
2433;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;12;618;603;0;1;0;1;0;0;1;0;0;0;0;1
2434;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;10;650;568;0;1;0;1;0;0;0;1;0;0;1;0
2435;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4;641;608;0;1;0;1;0;0;0;1;0;0;0;1
2436;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;7;411;405;1;0;1;0;0;0;0;1;1;0;0;0
2437;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;23;471;495;1;0;0;1;0;0;1;0;0;1;0;0
2438;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;410;423;0;1;1;0;0;0;0;1;1;0;0;0
2439;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;33;451;526;1;0;1;0;0;0;0;1;0;1;0;0
2440;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;5;514;557;1;0;1;0;0;0;0;1;0;0;1;0
2441;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;15;527;547;0;1;0;1;0;0;1;0;1;0;0;0
2442;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;9;651;592;0;1;0;1;0;0;1;0;0;1;0;0
2443;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;659;632;0;1;0;1;0;0;1;0;0;0;1;0
2444;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;17;665;659;0;1;0;1;0;0;1;0;0;0;0;1
2445;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;501;520;1;0;0;1;0;0;0;1;0;1;0;0
2446;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;12;447;494;0;1;0;1;0;0;1;0;1;0;0;0
2447;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;439;463;1;0;1;0;0;0;1;0;1;0;0;0
2448;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;26;602;678;1;0;1;0;0;0;0;1;0;0;0;1
2449;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;9;507;523;0;1;0;0;1;0;1;0;0;1;0;0
2450;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;408;412;0;1;0;0;1;0;0;1;1;0;0;0
2451;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;457;488;1;0;0;0;1;0;0;1;0;1;0;0
2452;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;18;523;507;1;0;0;0;1;0;0;1;0;0;1;0
2453;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;11;451;528;1;0;1;0;0;0;0;1;1;0;0;0
2454;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;24;544;557;1;0;1;0;0;0;0;1;0;1;0;0
2455;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;631;626;1;0;1;0;0;0;0;1;0;0;1;0
2456;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;22;428;459;0;1;0;0;1;0;1;0;1;0;0;0
2457;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;14;540;549;0;1;0;0;1;0;1;0;0;1;0;0
2458;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;582;572;0;1;0;0;1;0;1;0;0;0;1;0
2459;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;622;616;0;1;0;0;1;0;1;0;0;0;0;1
2460;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;398;434;1;0;0;0;1;0;1;0;1;0;0;0
2461;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;433;473;0;1;0;0;1;0;0;1;1;0;0;0
2462;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;558;567;0;1;0;0;1;0;0;1;0;1;0;0
2463;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;582;561;0;1;0;0;1;0;0;1;0;0;1;0
2464;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;28;612;597;0;1;0;0;1;0;0;1;0;0;0;1
2465;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;495;535;0;1;0;1;0;0;1;0;0;1;0;0
2466;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;17;555;584;0;1;0;1;0;0;1;0;0;0;1;0
2467;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;15;552;573;0;1;0;1;0;0;1;0;0;0;0;1
2468;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;388;392;1;0;0;0;1;0;1;0;1;0;0;0
2469;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;418;439;1;0;0;1;0;0;1;0;1;0;0;0
2470;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;519;523;0;1;0;1;0;0;1;0;0;1;0;0
2471;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;503;510;0;1;0;1;0;0;1;0;0;0;1;0
2472;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;25;451;449;1;0;1;0;0;0;1;0;0;1;0;0
2473;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;16;527;502;1;0;1;0;0;0;1;0;0;0;1;0
2474;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;16;631;552;1;0;0;0;0;1;1;0;0;0;1;0
2475;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;9;564;540;1;0;0;0;0;1;1;0;0;0;0;1
2476;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;428;500;1;0;0;0;1;0;0;1;1;0;0;0
2477;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;7;483;526;1;0;0;0;1;0;0;1;0;1;0;0
2478;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;425;449;1;0;1;0;0;0;0;1;1;0;0;0
2479;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;17;487;526;1;0;1;0;0;0;0;1;0;1;0;0
2480;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;606;580;1;0;0;0;1;0;0;1;0;0;0;1
2481;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;12;441;477;1;0;0;0;1;0;1;0;0;1;0;0
2482;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;5;511;548;1;0;0;0;1;0;1;0;0;0;1;0
2483;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;397;418;0;1;0;0;1;0;0;1;1;0;0;0
2484;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;9;618;667;0;1;0;0;1;0;1;0;0;0;0;1
2485;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;15;604;615;0;1;0;0;1;0;1;0;0;0;1;0
2486;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;468;478;0;1;0;0;1;0;1;0;1;0;0;0
2487;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;13;651;601;0;1;0;0;1;0;1;0;0;1;0;0
2488;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;11;659;603;0;1;0;0;1;0;1;0;0;0;1;0
2489;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;665;667;0;1;0;0;1;0;1;0;0;0;0;1
2490;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;18;497;538;0;1;0;1;0;0;1;0;0;1;0;0
2491;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;577;577;0;1;0;1;0;0;1;0;0;0;1;0
2492;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;8;622;648;0;1;0;1;0;0;1;0;0;0;0;1
2493;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;622;618;1;0;1;0;0;0;0;1;0;0;0;1
2494;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;13;421;449;0;1;0;0;1;0;0;1;1;0;0;0
2495;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;553;515;0;1;0;0;1;0;0;1;0;1;0;0
2496;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;564;582;0;1;0;0;1;0;0;1;0;0;1;0
2497;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;588;624;0;1;0;0;1;0;0;1;0;0;0;1
2498;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;450;513;0;1;0;1;0;0;0;1;1;0;0;0
2499;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;521;477;1;0;0;1;0;0;0;1;0;0;1;0
2500;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;13;465;559;0;1;0;1;0;0;1;0;1;0;0;0
2501;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;604;653;0;1;0;1;0;0;1;0;0;1;0;0
2502;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;31;643;603;0;1;0;1;0;0;1;0;0;0;1;0
2503;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;427;520;0;1;0;0;1;0;1;0;1;0;0;0
2504;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;571;557;0;1;0;0;1;0;1;0;0;1;0;0
2505;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;14;611;611;0;1;0;0;1;0;1;0;0;0;1;0
2506;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;10;650;672;0;1;0;0;1;0;1;0;0;0;0;1
2507;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;10;450;494;1;0;0;0;1;0;1;0;1;0;0;0
2508;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;571;562;0;1;0;0;1;0;1;0;0;1;0;0
2509;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;10;586;577;1;0;0;0;1;0;1;0;0;0;1;0
2510;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;447;528;0;1;0;0;0;1;1;0;1;0;0;0
2511;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;15;590;592;0;1;0;0;0;1;1;0;0;1;0;0
2512;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;440;484;1;0;0;0;0;1;1;0;1;0;0;0
2513;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;14;488;468;1;0;0;0;0;1;1;0;0;1;0;0
2514;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;13;587;555;1;0;0;0;0;1;1;0;0;0;0;1
2515;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;8;382;418;0;1;0;0;1;0;0;1;1;0;0;0
2516;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;477;500;0;1;0;0;1;0;0;1;0;1;0;0
2517;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;19;515;540;0;1;0;0;1;0;0;1;0;0;1;0
2518;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;572;596;0;1;0;0;1;0;0;1;0;0;0;1
2519;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;483;526;0;1;0;0;0;1;1;0;0;1;0;0
2520;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;31;573;593;0;1;0;0;0;1;1;0;0;0;0;1
2521;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;8;414;405;1;0;0;1;0;0;0;1;1;0;0;0
2522;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;14;456;520;1;0;0;0;1;0;0;1;1;0;0;0
2523;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;497;502;1;0;0;0;0;1;0;1;0;1;0;0
2524;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;560;565;0;1;0;0;0;1;0;1;0;0;1;0
2525;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;15;583;573;0;1;0;0;0;1;0;1;0;0;0;1
2526;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5;445;454;0;1;0;1;0;0;1;0;1;0;0;0
2527;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;4;494;526;0;1;0;1;0;0;1;0;0;1;0;0
2528;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;9;577;565;0;1;0;1;0;0;1;0;0;0;1;0
2529;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;15;624;596;0;1;0;1;0;0;1;0;0;0;0;1
2530;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;511;556;1;0;0;1;0;0;0;1;0;0;1;0
2531;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;17;709;648;0;1;0;0;0;1;1;0;0;0;1;0
2532;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;10;558;545;0;1;0;0;1;0;0;1;0;1;0;0
2533;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;18;614;596;0;1;0;0;1;0;0;1;0;0;1;0
2534;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;11;544;523;1;0;0;0;1;0;0;1;0;1;0;0
2535;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;447;474;0;1;0;1;0;0;0;1;0;1;0;0
2536;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;558;562;0;1;0;0;1;0;0;1;0;1;0;0
2537;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;604;615;0;1;0;0;1;0;0;1;0;0;1;0
2538;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;661;651;0;1;0;0;1;0;0;1;0;0;0;1
2539;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;405;384;0;1;0;0;1;0;1;0;1;0;0;0
2540;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;436;465;0;1;0;0;1;0;1;0;0;1;0;0
2541;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;10;436;513;0;1;0;0;1;0;0;1;1;0;0;0
2542;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;18;483;493;1;0;0;1;0;0;0;1;0;1;0;0
2543;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;569;563;1;0;0;1;0;0;0;1;0;0;1;0
2544;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;8;580;601;1;0;0;1;0;0;0;1;0;0;0;1
2545;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;15;453;528;0;1;0;1;0;0;1;0;1;0;0;0
2546;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;3;590;557;0;1;0;1;0;0;1;0;0;1;0;0
2547;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;15;622;659;0;1;0;1;0;0;1;0;0;0;1;0
2548;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;21;665;691;0;1;0;1;0;0;1;0;0;0;0;1
2549;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;20;503;451;0;1;0;1;0;0;1;0;0;1;0;0
2550;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;12;582;523;1;0;0;1;0;0;1;0;0;0;1;0
2551;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;439;494;1;0;0;0;1;0;1;0;1;0;0;0
2552;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;501;553;1;0;0;0;1;0;1;0;0;1;0;0
2553;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;448;506;0;1;0;1;0;0;0;1;1;0;0;0
2554;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;20;474;532;0;1;0;1;0;0;0;1;0;1;0;0
2555;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;10;637;674;0;1;0;0;1;0;0;1;0;0;1;0
2556;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;16;445;500;1;0;0;0;1;0;1;0;1;0;0;0
2557;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;485;542;1;0;0;0;1;0;1;0;0;1;0;0
2558;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;547;538;1;0;0;0;1;0;1;0;0;0;1;0
2559;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;19;585;591;0;1;0;0;1;0;1;0;0;0;0;1
2560;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;536;557;0;1;0;0;1;0;0;1;0;1;0;0
2561;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;591;607;0;1;0;0;1;0;0;1;0;0;1;0
2562;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;631;711;0;1;0;0;1;0;0;1;0;0;0;1
2563;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;416;513;0;1;0;1;0;0;0;1;1;0;0;0
2564;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;14;629;578;1;0;0;0;0;1;0;1;0;1;0;0
2565;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;18;669;620;1;0;0;0;0;1;0;1;0;0;1;0
2566;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;36;670;663;1;0;0;0;0;1;0;1;0;0;0;1
2567;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;3;413;439;0;1;0;0;1;0;0;1;1;0;0;0
2568;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;485;495;0;1;0;0;1;0;0;1;0;1;0;0
2569;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;596;565;0;1;0;0;1;0;0;1;0;0;1;0
2570;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;622;608;0;1;0;0;1;0;0;1;0;0;0;1
2571;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;18;604;578;0;1;0;1;0;0;1;0;0;1;0;0
2572;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;12;552;556;0;1;0;0;1;0;1;0;0;0;1;0
2573;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14;620;574;0;1;0;0;1;0;1;0;0;0;0;1
2574;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;22;572;565;1;0;0;1;0;0;0;1;0;0;0;1
2575;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;10;462;490;1;0;0;0;1;0;1;0;0;1;0;0
2576;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;10;505;488;0;1;0;1;0;0;0;1;0;1;0;0
2577;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;485;490;0;1;0;0;1;0;0;1;0;1;0;0
2578;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;8;553;553;1;0;0;0;0;1;1;0;0;1;0;0
2579;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;17;413;429;1;0;1;0;0;0;0;1;1;0;0;0
2580;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;19;661;642;1;0;0;0;1;0;1;0;0;0;0;1
2581;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;408;434;1;0;1;0;0;0;0;1;1;0;0;0
2582;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;12;564;572;1;0;1;0;0;0;0;1;0;0;1;0
2583;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;443;454;1;0;0;0;1;0;1;0;1;0;0;0
2584;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;11;411;418;1;0;1;0;0;0;0;1;1;0;0;0
2585;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;27;475;474;1;0;1;0;0;0;0;1;0;1;0;0
2586;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;535;540;1;0;1;0;0;0;0;1;0;0;1;0
2587;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;12;577;608;1;0;1;0;0;0;0;1;0;0;0;1
2588;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;13;433;489;0;1;0;0;0;1;0;1;1;0;0;0
2589;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;460;486;0;1;0;0;0;1;0;1;0;1;0;0
2590;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;9;626;593;0;1;0;0;0;1;0;1;0;0;0;1
2591;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;11;467;478;1;0;0;0;1;0;1;0;1;0;0;0
2592;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;16;492;549;1;0;0;0;1;0;1;0;0;1;0;0
2593;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;4;555;550;1;0;0;0;1;0;1;0;0;0;1;0
2594;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;14;582;629;1;0;0;0;1;0;1;0;0;0;0;1
2595;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;24;442;468;1;0;1;0;0;0;1;0;0;1;0;0
2596;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;12;411;513;1;0;0;0;1;0;0;1;1;0;0;0
2597;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;469;518;0;1;0;0;1;0;0;1;0;1;0;0
2598;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;559;593;1;0;0;0;1;0;0;1;0;0;1;0
2599;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;626;634;1;0;0;0;1;0;0;1;0;0;0;1
2600;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;445;484;0;1;0;0;1;0;1;0;1;0;0;0
2601;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;11;571;557;0;1;0;0;1;0;1;0;0;1;0;0
2602;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;611;577;1;0;0;0;1;0;1;0;0;0;1;0
2603;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;665;648;1;0;0;0;1;0;1;0;0;0;0;1
2604;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;644;648;0;1;0;0;1;0;1;0;0;0;0;1
2605;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;6;411;489;0;1;0;0;1;0;1;0;1;0;0;0
2606;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;553;562;0;1;0;0;1;0;1;0;0;1;0;0
2607;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;669;620;1;0;0;0;1;0;1;0;0;0;1;0
2608;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;31;620;667;1;0;0;0;1;0;1;0;0;0;0;1
2609;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;437;513;0;1;0;0;1;0;1;0;1;0;0;0
2610;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;12;485;553;0;1;0;0;1;0;1;0;0;1;0;0
2611;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;14;433;513;0;1;0;0;1;0;1;0;1;0;0;0
2612;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;530;553;0;1;0;0;1;0;1;0;0;1;0;0
